v_pnr,v_mor_pnr,v_far_pnr,sosk,sosk_type
a23d5760ed13e2ac1e0438a096b13e18c3aaabe81d110729d0a89aab4290f26a,078b953ca046e61eb6be268fd6b469406ace1c5c5b01858642750ae21abbc808,c0c0dc7cf08507d4787e1f5c1f4e3f8e2af4ea0bacdcfdf7031dbbca84706c49,a32b48d8b840840ff9e3893830a4da68c356584564597774f8bedcd57c329360,3
524320eb4b10fb42cf512591932e5f9f09a62a81693510be059344dd42049c1e,349ef285bbff1507f83f7ad753b29d8f075176bbeec04b623be1758f4f8a6b55,02a5ca2abfc104840db1f273ad717f3e3d62903018af69b9b7f7f70093658fc4,79cfc5ffe642de34ba78d6d76f457b98845d0d365eb0bcb97d60a991c27cf0de,2
c793e5a6279c5cd647a1cb6d03782192de46cd5c97fb9e4870461b89aad5c690,7057dc8b659ce3c8a1fb30394ab3bbd6c85a0126c7421f6ce89adf24d2990af4,47c91660b6ba539ca4261befe0a4ba1a3ef68c298f8312ce259597d1a62df738,f29fc80494a698f96b075b5c5cf1fccbb7e559b6496b6e98bc393f11a2e314df,3
f4ace1ccc6c30e205540e43bd81b4f8284ace216b3cc07de850272876c24431d,INVALID,bbe7106c7c95299b9c362982430e7ed0a209a0c8e6e2dfecb03341e850aa0314,268e4d57dd12236a0733bda3ced3983f657a656c09c3d67c13a67340be225ebb,4
919489f611e67ceecb8778402c13051945c1481737452b2b376d0af22a042027,5a31d8be1c2fae24f7f19469f23d93fcdb13f56bb2d6cf87193df4c869f77e14,c65745483b5b05723ca28ed85afa47e5a442f0fe70d1fe2d1e38f8162089c637,b328f68b23e0ff7fa045b613567c0ad8393ba04a749d52b7740f00cf08acfd47,3
4ebe6068ffe21c996feabde34882922bad7e752ab70ed845b5db942a8ed9614c,26d5e23c7789387f82c5bbf6374d1d327762de44aa705caecb18badc2a0eebb8,d5f145480a83a4162378df53e8e1655889ebbc1ceef515b53263253926057335,1bfcf641bdc204b723091998f54183d170b9d2573d9dd5821af1adf576e78c20,5
118feb5ec54a3e7e2257c4148d1bdeb2c5b076ba03670018d1bc0ede7638a9ab,554b37865ef422ea5c20cc87b3f583932a7300915d792eceeda182e36d2ce56a,c9267fd158229b779bb29e11e23a5b037597a8b8f2137c181a091ac358827944,7c1b1cffd5431d4fa6aad4d9c10625d2b20649878bb6b4875b7043efaea13a56,5
6e74b851597c3b8fa5acc6b0d2d9729d2e39dafed068b623d27869d87e78fa9e,24065f239e476ecb8d41dd66e71c0c8c6b7e1521a2b376bf136fce4484e6e9aa,554af422f2ad87994bb4e91213149dcdb212a107d1e3fe62ee648bda66526afc,6a0145d6bc4fa9ef95f786e2b14a2f221aa504275a9a8991f8fe6afbbd2a6a54,4
43cf4fdb15376f70ee5c30d0d08da552163a898c942d73465fef41c8a94fa435,f433eaac3aeb890a75162c992012b0dc28ab16faeb6c826a3e473f7b46c1c41d,63ad0f012e48cef1c129cc7ec7b2ad955e580faa5d3d00ca59519e6e328770ac,dedaa7c6eb12e847e619fd8dab945d6151999c47a6827c9c5099f0b28726389b,5
bdb7401844e114028269df6fc07fb7f6cca2f431bb9ab46c2f4b9360f7089643,7f53de627b206181b751597a7acfcb47ec3b8b6cc1807517328dfeb57a87e736,d296fa6e342494e4ec95d723d7a6e5b401e82d67817d002f14afa75a35d9134d,3be3402999d9c00bf5b2e102dfb7a25743ee2ff528949a30424ca65b0f6e94e2,3
0b6bb7268cb12f84c9f9c3b31a1838d5fe84a293bf7de278dbdbd25bd5a99660,2744014b5eb01e09f937f4dbbb133615f3fcbb92dcca2f2c66a78cf9a862e956,a5bd6452e6ccfaab3b6f712e7198143c7dbae9d6623305d96831eabfd8353bb7,5b3e284df43f98b2692b8ada97d685b476d099ba1d89c526982d047975ef66f4,3
4fe7b599e896787b3160390cc9a0dd7086cf65b571e828ae7ec425b2421a5530,82de13fae93fd5774353f4f5bda5c0b156e1a7a86f4e4a1480dabde24d315818,b9e50c3446740c2a405d33040ba52269f4516dfa154d9c3244b448eb11cde463,4cd7e0f2eab2c508edf7f31e633b1805ad5e9f58170382366489d8d8a143f8a1,4
c303c3ab18750c97f711db50b911474186ba56c253df8faeede69805e702080d,a3b71dacdadf4839bb2e954e8f553b655de58033d8b7c8c2625193427795a523,c93e90b1cff983c96f4fe515ee4280feace0e590379126d2784f840fc65d2ea4,bb09e22982139fccbdbc2a43af088c408ad93adb6f598e57e2749ac9c1c9cadd,1
2e790277adb3654cb45a5e9ba680ce37464b827abe1153cfdcabd29fad4218bc,47ae3434cbe90bd347ad3cf65994014ab35218dde0ca3602359e58945904eeea,009740227b8389e9d94c1931325d39f9433d996929c88bdaf00cd4f77506bd5a,24fda7c5d3315c9d8839c23cf3470d069ddc5ce95970bbe03d44204be3568df4,4
aea708ce4fecb9e73826b24551ca0f5e5b7feba0ae3f752fadc0d4f63f61d134,5cb5b14bca279047b91b67db798baef997b51aaa8f4c1091b59161f85cbec982,bceda7ff223f48d4bdfd6b72b4f7fdbb05b82686ea29134ccbcd3aafc6ac9242,c55ce1fec7cb01018c41c58872cb6ff8dbd9d71ad0ba04c2e79235b10383f07a,4
1dba423caf74d0751ed5b54715c18afc14daf75d147c6822e0e108956cb7e86c,83a2d6851a4cc5a225d29fc5421459615e06264a18507089464546eeb44fb03c,1a8f1ab2f93790c28b7161354702e881401a9a7cf233e0395b0f3611e2f4269b,d5157cacbc085c0b02be50a675677d8e243e32b2c5e43ff20114097d726c214a,3
67a10972c89b61fa0234051b796f217a9ca54d83086970b0ff898f677a0f422a,7ddda833c3d69c813f406aa9c9df55e26d48ebcf293ead7fb3c059679ab684bc,7a6a7c2d50491f34daa0cf93815c5b25d705eb2ab4a5f36080dd40c30ea69683,INVALID,4
677bd13cc738618a1cc73a536d27a0fe292747d1e685b14fee02d57616bda0be,5867e106bbd3d0973d3c0f2954f477a58f82f39af59e5b03978552c31c804cbd,4b8a7db3f70f4caa89a07035e000b6be3837b26977799589adc3ebd51fde2607,1233d8940908164112b48322c837f4898ca8d60a3337cdf1480b1e69bb303d51,2
377fd2deaf7e8487bba0607a6a2e545a4f539b010dc1099df974e7995d887f96,e5472b31dbbbd7c4ec2db52eb2ca7d956c7f3b016a5e589d394d879630bd1540,a404a9a6bb67ed05c0da101dce0003b4cbd7ef06faf015bf45d6198124032b73,d3ca2c77f8a225cff258e9912fe958321d81d6dbf3e6c829c44a7c2f61b952a6,3
e9429c7db78ca5a71124d89e8298fa1a78daa891a3773a0d684838368d4b95fc,5aea0a23abcc32bec042322235d7cea1e4ec6dbe1c96a68cd8d0d86608a4ccc3,5af4a34d4772ce431907c3e0db3bfa65d52aff5e553212ed1d6d1dbda1f40c43,7ea87133a84f6de9595d27d385f02c5e1ecf2ac7f2c2c986e38b8272ebfb11fd,3
b9d66948e7bb52de374de72c16cb3953a8e64d727bb1b0225f7c5dfbb22b29cf,0e77fb336a366160eda2a97f3fa3f47d80c4c7151d5ef9d0ff2ff5e2a5d1f586,3e4e190ca8c9d18c5bff3f06c7b5a035e7062aea4404351fba13e754fd571dfd,b17da41600d1a993c11700c2b727d5af0397309c2249428a84885559523b2113,3
0637bc70ae568d3b43f15b70ffd6ac8e509d6c61d8b268480f36e01a5327c39c,136a35896b007c636c91c17c0a950e11e3ec306b16d690b9fed9f656471a35a0,4018c2cebb0f982243016619428fde2e119d4ed21d8eee019cc4776330432484,aa16b830412c1fc0800c6e9f99744b121edf09bd02e6d42f33f396dc144eb32d,3
e779953953ee65cb99d30c245c1871114191321fdceaa5a8652f07d1341a59cc,82f6f3a36572acff41abbec690a91061e035afc9611efe3c5d3caa0e3ffbf52b,b440069b61b37ead930aaa599be929d6dc7e16cad0a3a0289650ed632973d554,30ae0c8850825143ee9166e4592a3de9ac43ac7cdcd9ab131a5e5b467b941d5e,4
174eb56de9d29131a79e3b0665572d52b79fda08d0d5f445a95d3ff49114a8f5,3e1060e04291a3834afcd2da6ce57136e9799cc72739bc60c289f359b963a6a1,ea02354f44252c34bb085f8d27e7f16ffd181a04095b269d808ed2a4775009a5,45c74dceb8c7074201cddff7a0f64481300f51dc4b49ff9ad12f419c3c7648b3,1
a5512a07f3,54f476480e4c8021d8d2c3f1670f28a1d654139a721aea9a834de5c6a215aaec,c6313cd05ef4b2484f7b1f026df284e4fa1d3f5ae0fc738f765f98a3b2015e7c,df02cbb817c4be9729e14a0707c65a37d35c7aaf97c1184edb2540550770de6f,4
f93fd6a44df50a02ea9271783bf9ec7e521132d583f23609c774c1e8395ecd1a,e2b25021911698b7419cad14f5861ce4a4dcfef9a90d23983951691c629298c0,5d10f0c4256b0ae5fb78ce1c9d91135dfed51a425f4238c0e3ee49a28d5bfd5a,8b7e5a08da0357d8947c9fdb4c35a0f5340d210964361231f11efdbe087700f5,1
e6f055bbd0920cc00876c20b3719734b27ac707b1147e2c8120f083b2ee0db91,8cbc9b30da39cad4bdba5fec679ac94e1299243c5890096e1d099d797be025db,0f6c937fbb2d2c5cc72214823e3ee30bb9c152e77689030e5d62915b01503002,INVALID,5
01a773634a4f46807519366d9858563b7052286f22ae54754c6c4c5cab3442c7,0d8586f43bfaa79cd2ce1e90e83d6d25746726229b09caa7fb5a4596a6558fda,f9de23c5bbca7037020dbebf7e8ba1368592bab1bd1631fbd363b8ffa044bf10,64793ce5d01f2dc4cb252f0676e8949690c75d102a263b2d94c1f85818c8d6f8,2
c27e0be14694f10b71870d6cee1b5163a23d21e597277af5a4e4d9e2cd5eb178,cf153d31d0636c245cb1fc2d4dd1ea41f5276a64709b968eb132489849ba9357,b7278153e182879df4aa0b960b166301988ee8920d5921141036b13cc389dfeb,1495d238ee43613fc1e03d293eec5600478c1208612e2057902eb500675cacf5,1
8201ea50b51f67a7bc5471978d46ddb4a76b0807fb382ad60835460453a4a20a,8e25fb03e17c14b1ce4f2f226d2097d6e0ba16d2a73a2fadd658a92f968aec00,01594ae4a94d50e3bb4438e776d762a4d88f4a1e04aa43584a944f3dc9463ac0,e033832ad91a7cff1297790e3ba90e33ad060fa0feba5951633f40a8fc83012d,5
41f3a5106bb18f4df222e3282aa5bfb9dfaa18a7bff90ee962ea5b4435fa7365,96bfa169aefcf8734c8b7ff7394b73bb01a527fd1a03acd9bdb0e30935b54f58,fd5c5cd892799b2506da5bc32605197bea766258284eb7c24e718ddda7245262,0a7ec52d6f2411c72de6f3a28806b7874a369d5b98586f909c787450b1d6d271,4
0408a7487613fa05bdc7cc57226d8e5d4cd6505e930d5b8a813c10feafc148ff,130d4e0ffdeea0783f1b4e6920a5bcc07b0215f89ea129387e00290da73cfb68,2bc3312ff24a7c7a87fb0426545d2faf077d6b006532a832c35fd6449869934d,ae693795f4ccc4e64d8baf71f9968236120d50bebdb0142edc9abe4cd2334e70,4
8dbc18e6b690f9585f63199344c67a01caf9699b95b810dc4d86aaf9d3574c92,0cdd27e79ff1688c111c4512bcb733a8a693fd4e15f5239516c5b9321fc50000,36b3d191da7023fcd0b53fae9c46f73ded4440b1332c4e98b285a27616113624,6b862ebe90e6289781a686975c1cf3563bc8b96c019568ceddd2696e6b8800a6,1
c43ab0f5a7e60319a0dd813ac75d53bf419cd17240aa8006c1625d67ed775a4e,43602f361beec8caf1c992f88d8f15070962c116e699f779fc126a359649e70f,d791595276c19b2b0cfaf8880736fb83813b5b475f9bf4a34429d073539ddbc7,8ca5fcdd0ba952bbdd27fc4dd2988e651bf5af16d3d1179b448248eebce24189,1
c27aedea783714f61b34787a3120707e1ef365b66925f1bf4fdccc2716eeca06,7ac0c682e0009f5bcdea2bd6b9d3c426f9ebef459059ce1e24301cf70624b59f,8681eb467a79908d0656f1888244fe5ef56426df68cac379012b8ef8cf2731e8,226b79d73f90e4c39ebd451b4b690da6e79ecaaea3fd7e747a464b7c9c727b91,1
330e972817bae40d78028af68c49be26e49dac3f1e42011e472db9d6fb7b73da,41040d66de7f0b08398567ba54c68209d5ec48ccd25ce80861c68adaf745411e,eb35325c451929e1aa619b8d58d9fb79daa7e291aa1f44f720fa2b5434fdd3d0,f2f8344186be0f26fec1915230199dd533649317a6e4e711701d6218cb9d7254,1
528e42b1cb4c2f1c98e6a469c9577a63adb991c58ecc86db38f50b5f1589be65,0e208e424755db8196e6d84d1c0a80578de7e4ebbb9901ae14bd977c25f6556f,3587fa5b779677b4f0249cd3d58bb357c00531c9e0769f59ceb9eb53ecc862e1,a91702acb327da6a6e080143c1361ac11869d63d78c534a58258fc5cc1194cfb,4
92f02e5c4600d82b9582a98d5459dfc183118b9d4003ecbd7df7226bea15be6f,4925291d67d86f1a87773b9db21b233370d24a6e69e8aaf38d56feffc8f84a54,6e0f45c4950aa68361892d56bd6b19dee455c8374bc7d9fb7a48f341367868f0,fc800be557551c929c274175c63b8aa43db9e717cf5958d0869f0c1e113c3bf3,4
f80033ffa0dc4b9365f9e3e4aa37c3b5dc8a0b0b216e947bf31f06631f908e62,INVALID,8f87594dc1e94d8287a1ab829c0e335877984de9041edb2cf373f1f6aa555548,fb07548130ed7516ef778f898aedd0902b6fabdd22d40b516a81450d4764f445,3
f6a0e1e375,1d8ba18c800e014536580d1c36b5f22ec16d53e6f5afcb70149c64a6792d9974,f929b995ccd3eb4fd584ca4bbad43f46da47a6b1ba562619741853158fb24c24,d6d14b5103856de2c400f3c2c7d4eb371ea32fa0e1d2b718683963ba6270da81,5
0e1790ab00cb8baa83bcccbc2ed8058d4dcd53eab7893b0185e868a31f48637a,c85a9c3251d288f63aec07a9568871c4992f7c021181513ab2fb9709a78ac709,e0f47d7052a68d9880e64469cac0a6541d0bee982f2112b36ac06d5acd84a39c,a14685a6b15c165703cd045cf741bb8913a8a3a932d1366e4851b0f7e4b835c0,2
939cd2916228f07e73f320409edfcda7ec6fe5918788a718ca128df713b0ecee,371374d8e9dd3f3c44097c0cf328b06e9c998c277fda322e89ad0a8ff8ba3116,22107af95e8238f2e8b3db86e8ecd94ccdf7c6a9206b825c04b327caa3d223f2,058514e08429c2252ae07685c09d927edd6a458e03ac2b2003ad2b2934ea6a9a,3
47d348c26174d90f16a3984017f6fb90974459aef46cde7aed100be0169d8c30,14f53f25a50c4926673f2e445b780cec474f0a5da98ab95f3b37a8113ae8d8ca,4d651c0a15a38320af5ec585137416d6101cf09afb8574936307b0ae27e5f21d,096bbfad5adf8bb4083900ae31c3cf9ebf5739245221a3005ca7b6d05251b930,5
a8a8e103d5,73a328b8d17c124d20821af98bd07e21554281212a24d7f099c280990d435001,1710a53f7a0a654a59010ef36c217d563bf4d59e0a3a948349898f660ff826d9,e645a45dbf5c7cd135d71c69c2b278ea845a3e5d5bb8e5710a7765431e7e107f,3
f32eb8dd6a,cf7c71b87805d738f1be2f1ee920281ebebc555cb99c8fb063620ea74967815d,92491fac3b89c4e6db07b8c1ffbbc57addd35c6728a370b9d32bdce7a872fb9a,4b5d7da4b66978931d61206b9af5812caf14c989643a0180da4e83acde89a196,3
2ddac22594,885f9ae2014d9935277f1c67b64a724f383bc30be765dc4858c72c73ef2e38e0,b465ef1d683f75b6fd77d5bebfc849b75c3a12c2e328d2210756a53330719eb9,9b1f463175c6f89a5b1bd200a540acdb2937aed184db8591aecc7a644da6aae9,1
84716cbc8574204ad9fee24f0476b9e02764c59057e59b8ca64dca2d186eeb9e,886d995a4113ff26a66fbda24e46c1e5f086e36b711ffa9b799fa587dec01c6a,f7c618b7e6e78a6e304f83ef6d0bba281fb685a6a5a135b07829eec83a62d685,02eb841e6c29a7b13fd73d5d4c93baf881c8329ade175e0ef764eb71eb7e2441,4
cc8da1c6f5172d8e18a2c2d8f8b69d50467b8ab7269b2093213d480ece78ff8b,53cfdd8d666fa39de2fd4c6965d300aa4a6c5116d178694d41a3b8f41a815b6b,3816b36ae042d3078059369cd9c6c9841ea2213ddc52c3ba64cf8b3166892cab,cc3f88620a31affd66cb3cb54f407bc61c1e88cd53bd4463030ed07348436be6,4
cd532fdc8d8f8424e6feee69876a0d1da976eb9d10a9104901b2cebd364008b4,0b887d0ac9f86c0b89cfd4206af436e87e5b2f716e3d7fe1b49336f72a9b2975,309d75955dc00e39bec46734b827c5aef16f53651f271bae01e5490dcef1d6b9,e5c3074c7b04d79ccdbc93f23aa280ae649b5408ab021201ea3ab22b569fdac7,1
42b2b2bf8486d17d683a1739da724dd8536d22b5a26612c9c8a18775bae6d56d,14b00b299907ed1da4bfb01fee0283b323affce292c4f6babcaa75f5e1b2f656,15dd921464daecb80bc6cf8797bd3af47f7f8bc0392816c93cf0cd3b9d77daaa,737e43eedc73adb086b71a3c30a850931c2644b56b7d0f55595980710f5c74bf,2
26f1aa81f7b1f1c19c6da59349ab8b5dd432de69b3e77e9aab92405aa31458ef,23a6292e55ac72955c1c3cbe0b3ba5a04ac6b15b502cc445699bab23a0be37c1,34ced90f2facb3ce11494cc64c6a668cd2a9a4e8cf6a4051c70166b3432e72da,c3d5095dc305ea592b08336efd3bf6ad17b7b4495178127182f386d791880bd5,4
2f6cec8b0722b109a14b59b9aec708b640bc2816b4ac65af1b6f54859e3c2a45,6ae6720d752a19111680ea2be3357c9cb59e3c58bf95c311fc7740f6490dc7f9,c14869089d25c7499cd2da12a486cf27aedbb6de376041dac1a61431e5f9cba0,4bd5a0b78f8e9961b8fc3e70cb69b77d88a153907515d0c0827926149164d4e4,1
7747d82be565982059f6097c7c6ddc6d3d3b963301d9b2268f975942bea1fbb6,f941761af022c3db1bb03578c8d22aa9c3739c06eaaf98ef8b201aa44b257599,02bc91826d47de4e21a73e87e94e23f26e19e34edac0bffd9796ac068e8d45d0,3e033b8512ec97330b0edc03034baa62bea2c41ebf25db1951f9644f41a14309,2
adcaac1c0c87242202b4fbc89802ffe8a76584c9126a782f4d641a5736c2b59e,ccaba9d104f76989e65ac548dfa94f69c0426a35a15cc00ea618b44bc8dea153,4c9e6b04924fb0a09af18117ea512202b0fc7b5defd4eba8b180545a740874f5,97243d705e168960816723f633649082f567e93ca15a05d212cddb9fdbab00cc,2
92354d1c76,5824027b6cacefe2681d1ece74481a8fd890cbd466e2860cbb93e8fb3048d889,INVALID,d6604a9ad776deab1f66dc933effd6c8198c96b201bdddd171e9348a4314c001,1
2cb6a34dd3b8e174653a29e92ec7e9f320634cfa0487396e7369bcbb8e25f9d4,6ddd0912fb361477c4385457da5b9e6662b1e50e189c014978bc92844496b38b,72dacad19d42165d3892693c27355dc1f2397d16e83746128ffb8fb57e27b232,587502b6d644ed9abc28f1d1315d7eeaeaf2336ea0fe67b01b38a4f2ea0ebc48,4
9012a822359a3e269c571fad512d8fd8d92ed508d3b92f0cf47c725e7e4268b9,896680c620e2c89b28370e21cf3aa5faa674106cb131412f7c46ed4eead9cc6b,ab79a8ed2e8b05a8ed27d056ac317350373b492b8d86e4a8cdca3faa6a5764bd,INVALID,3
c857535f50,8f76d1b80d5c282a69ce895d543ba8a4a084b698f386d68fcf371dcc8ad41a2a,ed8ae71ee8b478e8194179dd62db604e8d9e7cfe8513b12e35f0ef3d3f800b7a,08467ada0b5215083bcaf1755b0702eab66c9b5c9db7209cf1d983ce02029abd,3
4beb4013fd059e3f6a022ec3c9c1034e4463e1c8b5a4c7a78cf4fb25ee17ef18,410b88aa71cf3550d9fe742da87882e057c6b58b4b9ddab051596022898d5cb9,6f396020750bc27018a9175f593e946bfa256bf53735d87fc27a462618fa592a,4d38f74d30ac2ddf690bfbd7899a6f6c6c05ccca1d684cf1204658b5231c8377,5
926598d2e169ba2636097d21051f001bec60bac96cb6eccc8d78977e8bd1a253,f14dde751db2352521d78f8c7b08abae3bd3d0340edabc481b667b43c9c66291,30ec7d1442fe8ce9640a597d7882ab14bbbabca179f1a0796870b2eb03fdc567,444031377c97c1e6e8bdf8b3e5c37f7232a9e3f883f1006fcf29a245ae43aaf2,3
60a64b7c77d72423819504cd8defa056668661187bfaa00d9f351a341b46230c,6073ab8bfd216a5cf38c05e0ae84a031fcf2af27977dfd8c28ee9d256a829921,db96b53ff298fe0e5807dd2feb03503fe0adfc63852cecf5a095d5ae25ee861f,f4d3e85de56b7bb41182a12368ce56120f1948b7687bd8a9c82bd1247116b6ad,5
c9f0aafc1b983647804c86ad8b811b30c0b0fcc563e486ec32457044a21cc0dc,5a7ed427cfa05c7bd940ed79ac8b82445977de71dfbc8e9d32e213cbf9ac675a,INVALID,62bd442b9dd7b4df2300cc300f284286e005b10bab9ee0643b8b116e77e13c03,3
3fc6563b9623a6fa924b1735e14bbc850dcb5e78c5f052b2c1e6ada7dcc65d52,2f25bc64d7595868eda341227c7f9d63c97681790a5d744388a0cf83fb8c7df9,53db2f104e0e3b018490dcf3e2a30b0298b3625eeda19a8e9700964e8f6fc49f,4af32fb897a8bd8d80ef46ecee80d9f9c456bce9e53720f0d9609d28a46a5c37,1
b7cc695c57cc6f795e26980212bdaf3e3e49aae3ee0d74b90c4cbc545ce776ea,1d1bfa556d7fee6ab57e57f39ec693e08f86ee1481a01d51066c67082b7384e9,20247c9b1fe545f90338346f0b7a73ffbd595ccef628b96be9381281bfac7e66,122f7ff2d51bbdaff65c91c100c90e0aedd4c2adc508a875b62d6b702e784af1,5
f40af04d158a344aec493918783426b329edc94e7ed030234e3cf79e70051dc2,cf4a171bff6f3da161990a4511605df17be7761af77b7c8dcba2d705eb42f2c1,08496e49948f6ceb6281b0c5b3925276e4914635d1f2dfdc1f9b12c993bcc942,1e6aaf25572a03c0c7d8e283c23accc795d43f7632665dca9c9fc78aefbe11b1,5
561e8b384c2648057b2004c0c7f4a8a06f9ffdc1984726005c505a645e4b3c65,85cbf8f880d3026b2f28b1f5cdc5e1dc0984839cb562b2ff9692dd233b72c6c8,1c863aac7ad24faea12f1b9c75d1b4c7dccff1cc0282401c9ac9ec2c2aec23a1,f2cbbffac528daef408a1c453df9982151890a6352e0ab6fbedf2887c7485abb,1
7f9706f21f5ac28a22983e3ee3139c6688d2cd67be7d1c0ecea5b7d4e2cf11b0,bc96575810db0b42f7c0886db29e56bc6a7c030720dae67a8041024e3ff69d0e,16d831d2738e94c2a2a9001f6ca57744e5e8c056d13acd618687be9dad8145e6,205d01179c1770cdabed550cbaaab69d5b393e31e5a72f79cdac1b1462208f9d,2
9a95ea403f1b115dd9e57f168b75508547a2b86e7f9b5bca0d4a7d58bfed4e31,4f4b2f5fc65055271e4ccf26302de77678a1c27f9bea56e60987a73821c57c4c,000b48aaee11dfce589b77593cfc8132dc311eb04e27fe5bc30da08de98bca9e,f8d0d8dcc8498cb85f5c2cc64c715cdd513bd6fc8a67fe85d9e146f4a020a600,2
ee74c5766265aa0b226a546f92e0b55fbaaee5edb5f8d9fa660699993b3c7452,INVALID,d48e0bdff5a1be773e5f6cfe922f19e66c4ecad31f5c717da4455404de9942b0,d67eaf8882864bb12bdcf2e3e0baab3035e0bb33879de04e1be4bcced4a0daeb,1
cbd74c468c78c5f43b73f93eeb383baf606d98d1b2104252acae1746fe65d8c6,c8cbcf57462524a3b7c1569feedcfb4d95e2844136ec7225592411c06e696fbd,591e4c60169932d78702cd9d515f493ea4b85b8fc5d36032f92a42f53e3067ac,1f83a55f0102a8d3672eb930cb270562568638168808b20ddd6be1ddef1e415b,1
457a171e8c463993c30a85eb3d370e8350b7ed68ea18408bb8ec6d0b1b806c76,f4996c8611d76e12ab4820629f2dc0f0ab52abb020303e74b160f43ba3d01423,66ebc4cf450e77a9bbce1064f9e4f71a7d4b5cf236e6bdbd4bd0a7727260b424,4b26367073b64256a2abc2a9208251fc7a68a3f61dd1006f123d6af6e1171bc9,4
6a146fa44f669d2e7a866ee737afc3deac4885191ea7b57969101b10563c7ee1,23b4ce07a80fb94f90445263ebbc96b0fde4c3e32fc7f2c45569987f52a50801,c3aeacaa77c8bc01ba819abd81dd6793bde036bcea3e4ce1b96d9467d8dca5f4,28738a6ab10e479ee1cafed1f30b63a42896faf246664f2a883456bf2a3e00e1,4
9a31e87115,f75970d1d5d223e55a931d48b7a4c1f8c249444305db738635a6bfbc12a46181,INVALID,5552df38885e32a60d405a0e7825127421121c8d6ce33a383601e5dd8886564a,1
5826db17b66814bf6a9d674b4df3ec72d4113190181f885450c5721b9ce760f2,6eccad880ddcd2928308157001a3ff176a6fa4536c3536b20bfabdcbd4e5e806,ca250ab84bd4d2b2876074ee5a9e8d20541a93f3a28227e26e973406fa3909e9,86bdbef25b20cb232fbc434c325a4fc9f05e14792352204527d262f8b1e74044,2
ede128f1cc80695c2b67376ad2fde7a63b0b9197417834f97138d16b6297488a,641e5fac9e5e42cb39bc02f971ed6a052ea720923c35a7d6e7608b41dbea30cb,d471a2a30f29e02dc4ad02869e770c2cc5e44f8fafb619c11074cded0d5a8cc7,834fd12a808d53a57d741220226f3daeee8d04aaf26d40f92958414e2c590168,5
82ed5390eb80e5422c6f5294856da523c9bb248daa3ea51146a398a06eb1fcf5,INVALID,37ce8d9e361719db04a36d0716dd86cce16c77ecbb130557d6fdeec6deccde89,9ab94adf6038f7caacb172387f8046e546d1b3a9f59c2f67d2c94e370fc4013a,3
40d81f810b948ea94130422519187a69280f988b3eba67314c4156aa1925449f,5eb044e5f6246543377b0bb834e533daff3058776ecaa0d780427185c2ccc27d,5235edd470a4fd91c5e333650b7fd81b54f9b02c658961d0ca4e0ecec9e8a8d0,INVALID,2
ba01994f5943dcb4fb1533a48a51ae1d123de448224d28cc38c215b8a9d5e969,e10ed20f81380ff237fec4e335872ee15da411fbc065af689f56a3bff1478939,a0855d845f8873f2aedeacf2037f053c73f1d437d38fe0b8cf19ed5e76897b20,553db51a244e5d7f66ef0e6c086fce05453ca80f85812cc31441bd73e330cd0c,3
7cc314b106ef3fbddca5fe7aa8e092c0385980b5b8046f4fc587171406364b80,102f3e18c4e3afc3dcf4a3d9abcca88f7fc73fb584a6ac1508ffcb0e076a7502,8914c889158667c41d973fa8fa5a667f244427965520e2b5ee8595f7bbb51ad9,862745905fa3f562da42cafb65f721b79037c216881e6940815a243fd6bbf0ce,3
679344322a3d5d9beb38e303f8ec16afd14fb236bdc01e785f53b09b115a3f75,bfa436b1be22e142e810b502307509d7fa967521e03a090fd13bf2e02445a6bc,c11e4900e47addf55edf629b2b5b5e0bd2575f0bca10b28dc5b708388abe2707,369e4c7330c4cb3b1b11f4623e0aafe89c6dc1d6dde4bf20e5d34fd89243ddeb,1
d0b8003f01af682afe093596223fa3f6105170924624ec1fdaad1fd590f5fdc2,680c0984662a0e84c7e9c176484f3d479d0f15333a6ef8c1447bb635f9db5023,afedf77416b10fff7ed9925e6895e3564833a3a7d4e2bc5229aabc866a437417,1bf88b471388ffbd65e0ab6f3118faaace297a6bef7eb4f6373e966d30d9b4f3,2
987004839c25c71aa6f968e14c24f7b489c30d1fdd535b41da8442e3e59f3a82,085e9fec058d5f09de36a24a73fa5bdb14ac55f437ccfe44d8536a11331c9880,89f64cb47a4671d0883ef5c910cf11f67902f39bf2b770558d75b1c707df4147,2b805a2be4908ccdb9a5c1296d7d5e247765f9dd258eedec54e0403a456da22b,2
2be9031dfce278ed2e8bcae0f4ed190a89340caa337dc11bc7249af9e7513f6f,d1699e6610b94b3e86756c2f110f621e7f2436d0fd37c02fd02b08811048d40e,33f0014291fe8d3a6b7f526b53f1fca6ee1cb104b0639f52e77e0de9eee3643b,INVALID,1
a451b7ba29e7087829fbe48f5e004c138adb236f448fae511ad50e4f0df85ac8,912b466d95f47e9af24a626243cf1e74959b843155cf9a742ad381ec7f6636d8,136d8de012a45aa436e36c1c49a8a7bc1795989ca4a7c7945d6bf879e55dbd02,35f3ca44cb253af9091cd621fa183f827d71a7e40d66f42b91081f14a02a54e7,5
